857614977	20190708	201907	2019	2019.5151	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	3	1	3	-0.77220077220078	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	20190708	https://www.middleeastmonitor.com/20190708-jordan-reconsiders-is-relations-in-the-gulf/
857614978	20190708	201907	2019	2019.5151	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								0	161	161	16	4	-4.0	1	1	1	-0.77220077220078	1	United Arab Emirates	AE	AE	24	54	AE	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25.2867	51.5333	-785169	1	United Arab Emirates	AE	AE	24	54	AE	20190708	https://www.middleeastmonitor.com/20190708-jordan-reconsiders-is-relations-in-the-gulf/
857633362	20190708	201907	2019	2019.5151	GOV	AUTHORITIES						GOV													1	130	130	13	3	-4.4	2	1	2	2.87356321839081	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	0							4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	24.4667	54.3667	-782066	20190708	https://menafn.com/1098733986/How-to-keep-your-UAE-home-safe-when-travelling-this-summer
857685001	20190708	201907	2019	2019.5151	IRN	IRAN	IRN																		1	131	131	13	3	-5.8	5	1	5	-1.63934426229509	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190708	https://finance.yahoo.com/news/iran-says-could-enrich-uranium-100610706.html
857685012	20190708	201907	2019	2019.5151	IRN	IRAN	IRN								MOS	ISLAMIC				MOS					1	131	131	13	3	-5.8	5	1	5	-1.63934426229509	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190708	https://finance.yahoo.com/news/iran-says-could-enrich-uranium-100610706.html
857691994	20190708	201907	2019	2019.5151	USA	UNITED STATES	USA																		0	163	163	16	4	-8.0	1	1	1	2.37825594563986	4	Sharjah, Ash Shariqah, United Arab Emirates	AE	AE06	25.3573	55.4033	-782371	0							4	Sharjah, Ash Shariqah, United Arab Emirates	AE	AE06	25.3573	55.4033	-782371	20190708	https://www.hoteliermiddleeast.com/people/104416-chairman-interview-the-science-of-hospitality
857708691	20190708	201907	2019	2019.5151	GBR	LONDON	GBR																		1	160	160	16	4	-4.0	3	1	3	0.7843137254902	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	0							4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190708	https://www.thenational.ae/world/europe/man-seen-climbing-up-london-s-310-metre-tall-shard-skyscraper-1.883935
857713789	20190708	201907	2019	2019.5151	SAU	SAUDI	SAU								MNCUSA	BOEING	USA					MNC			1	160	160	16	4	-4.0	2	1	2	-3.20284697508897	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190708	https://www.thestar.com/news/world/middleeast/2019/07/08/saudi-carrier-cancels-troubled-boeing-737-order-for-airbus.html
857713800	20190708	201907	2019	2019.5151	SAUMIL	SAUDI	SAU					MIL			MNCUSA	BOEING	USA					MNC			1	160	160	16	4	-4.0	6	1	6	-3.20284697508897	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20190708	https://www.thestar.com/news/world/middleeast/2019/07/08/saudi-carrier-cancels-troubled-boeing-737-order-for-airbus.html
857757878	20180708	201807	2018	2018.5151	BUS	BANK						BUS													0	130	130	13	3	-4.4	2	1	2	-2.80172413793104	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	0							4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	25.1877	55.2529	11414118	20190708	https://gulfnews.com/uae/crime/beware-of-this-vat-refund-scam-warns-uae-bank-1.65084300
857787918	20190708	201907	2019	2019.5151	ARE	UNITED ARAB EMIRATES	ARE								QAT	QATAR	QAT								1	161	161	16	4	-4.0	6	1	6	-0.4	1	United Arab Emirates	AE	AE	24	54	AE	1	Qatar	QA	QA	25.5	51.25	QA	1	Egypt	EG	EG	27	30	EG	20190708	https://www.newsmax.com/newsfront/newt-gingrich-qatar-airlines-emir/2019/07/08/id/923690/
857787964	20190708	201907	2019	2019.5151	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								1	161	161	16	4	-4.0	2	1	2	-0.4	1	United Arab Emirates	AE	AE	24	54	AE	1	Qatar	QA	QA	25.5	51.25	QA	1	Egypt	EG	EG	27	30	EG	20190708	https://www.newsmax.com/newsfront/newt-gingrich-qatar-airlines-emir/2019/07/08/id/923690/
857814910	20190708	201907	2019	2019.5151	USAGOV	UNITED STATES	USA					GOV			QAT	QATAR	QAT								0	163	163	16	4	-8.0	2	1	2	-3.6144578313253	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Arab Emirates	AE	AE	24	54	AE	1	United Arab Emirates	AE	AE	24	54	AE	20190708	https://www.ibtimes.com/who-elliott-broidy-republican-fundraiser-venture-capitalist-under-federal-2805350
